index,home_team,away_team,home_goals,away_goals,result,season
2934,Swansea City,Crystal Palace,1,1,D,2013-2014
2933,Aston Villa,Norwich City,4,1,H,2013-2014
2932,Southampton,Liverpool,0,3,A,2013-2014
2931,Stoke City,Arsenal,1,0,H,2013-2014
2929,Fulham,Chelsea,1,3,A,2013-2014
2928,Everton,West Ham United,1,0,H,2013-2014
2927,Norwich City,Tottenham Hotspur,1,0,H,2013-2014
2926,Newcastle United,Aston Villa,1,0,H,2013-2014
2925,Liverpool,Swansea City,4,3,H,2013-2014
2911,Hull City,Southampton,0,1,A,2013-2014
2924,Crystal Palace,Manchester United,0,2,A,2013-2014
2922,West Bromwich Albion,Fulham,1,1,D,2013-2014
2921,Manchester City,Stoke City,1,0,H,2013-2014
2920,Cardiff City,Hull City,0,4,A,2013-2014
2919,Arsenal,Sunderland,4,1,H,2013-2014
2918,Chelsea,Everton,1,0,H,2013-2014
2917,Fulham,Liverpool,2,3,A,2013-2014
2916,Stoke City,Swansea City,1,1,D,2013-2014
2915,Newcastle United,Tottenham Hotspur,0,4,A,2013-2014
2914,Arsenal,Manchester United,0,0,D,2013-2014
2913,West Bromwich Albion,Chelsea,1,1,D,2013-2014
2923,West Ham United,Southampton,3,1,H,2013-2014
2886,Aston Villa,West Bromwich Albion,4,3,H,2013-2014
2844,Norwich City,Manchester United,0,1,A,2013-2014
2884,Crystal Palace,Hull City,1,0,H,2013-2014
2857,Sunderland,Aston Villa,-2,1,A,2013-2014
2856,Stoke City,Everton,1,1,D,2013-2014
2855,Southampton,Chelsea,0,3,A,2013-2014
2854,Liverpool,Hull City,2,-2,H,2013-2014
2853,Fulham,West Ham United,2,1,H,2013-2014
2852,Crystal Palace,Norwich City,1,1,D,2013-2014
2851,Arsenal,Cardiff City,2,0,H,2013-2014
2850,Swansea City,Manchester City,2,3,A,2013-2014
2849,Tottenham Hotspur,Stoke City,3,0,H,2013-2014
2848,Chelsea,Liverpool,2,1,H,2013-2014
2858,West Bromwich Albion,Newcastle United,1,0,H,2013-2014
2847,Newcastle United,Arsenal,0,1,A,2013-2014
2845,Cardiff City,Sunderland,2,2,D,2013-2014
2935,Tottenham Hotspur,Cardiff City,1,0,H,2013-2014
2843,Manchester City,Crystal Palace,1,0,H,2013-2014
2842,Hull City,Fulham,6,0,H,2013-2014
2841,Aston Villa,Swansea City,1,1,D,2013-2014
2840,West Ham United,West Bromwich Albion,3,3,D,2013-2014
2839,Manchester City,Liverpool,2,1,H,2013-2014
2838,West Ham United,Arsenal,1,3,A,2013-2014
2837,Tottenham Hotspur,West Bromwich Albion,1,1,D,2013-2014
2836,Norwich City,Fulham,1,2,A,2013-2014
2846,Everton,Southampton,2,1,H,2013-2014
2885,Liverpool,Everton,4,0,H,2013-2014
2859,Manchester United,Tottenham Hotspur,1,2,A,2013-2014
2861,Cardiff City,West Ham United,0,-2,A,2013-2014
2883,Swansea City,Fulham,2,0,H,2013-2014
2882,Southampton,Arsenal,2,2,D,2013-2014
2881,Norwich City,Newcastle United,0,0,D,2013-2014
2880,Manchester United,Cardiff City,2,0,H,2013-2014
2879,West Bromwich Albion,Everton,1,1,D,2013-2014
2878,Chelsea,Manchester United,3,1,H,2013-2014
2877,Swansea City,Tottenham Hotspur,1,3,A,2013-2014
2876,Liverpool,Aston Villa,2,-2,D,2013-2014
2875,West Ham United,Newcastle United,1,3,A,2013-2014
2874,Norwich City,Hull City,1,0,H,2013-2014
2860,Hull City,Chelsea,0,2,A,2013-2014
2873,Manchester City,Cardiff City,4,2,H,2013-2014
2871,Arsenal,Fulham,2,0,H,2013-2014
2870,Sunderland,Southampton,2,2,D,2013-2014
2869,Aston Villa,Arsenal,1,2,A,2013-2014
2868,Stoke City,Liverpool,-2,5,A,2013-2014
2867,Newcastle United,Manchester City,0,2,A,2013-2014
2866,Manchester United,Swansea City,2,0,H,2013-2014
2865,Tottenham Hotspur,Crystal Palace,2,0,H,2013-2014
2864,Southampton,West Bromwich Albion,1,0,H,2013-2014
2863,Fulham,Sunderland,1,4,A,2013-2014
2862,Everton,Norwich City,2,0,H,2013-2014
2872,Crystal Palace,Stoke City,1,0,H,2013-2014
2936,West Bromwich Albion,Manchester United,0,3,A,2013-2014
2979,Hull City,Swansea City,1,0,H,2013-2014
2938,Crystal Palace,Southampton,0,1,A,2013-2014
3013,Sunderland,Cardiff City,4,0,H,2013-2014
3012,Manchester United,Norwich City,4,0,H,2013-2014
3011,West Bromwich Albion,West Ham United,1,0,H,2013-2014
3010,Swansea City,Aston Villa,4,1,H,2013-2014
3009,Stoke City,Tottenham Hotspur,0,1,A,2013-2014
3008,Fulham,Hull City,2,2,D,2013-2014
3007,Southampton,Everton,2,0,H,2013-2014
3006,Manchester City,West Bromwich Albion,3,1,H,2013-2014
3005,Everton,Manchester United,2,0,H,2013-2014
3004,Hull City,Arsenal,0,3,A,2013-2014
3014,Liverpool,Chelsea,0,2,A,2013-2014
3003,Norwich City,Liverpool,2,3,A,2013-2014
3001,West Ham United,Crystal Palace,0,1,A,2013-2014
3000,Newcastle United,Swansea City,1,2,A,2013-2014
2999,Cardiff City,Stoke City,1,1,D,2013-2014
2998,Aston Villa,Southampton,0,0,D,2013-2014
2997,Tottenham Hotspur,Fulham,3,1,H,2013-2014
2996,Manchester City,Sunderland,2,2,D,2013-2014
2995,Everton,Crystal Palace,2,3,A,2013-2014
2994,Arsenal,West Ham United,-2,1,H,2013-2014
2993,Swansea City,Chelsea,0,1,A,2013-2014
2992,Liverpool,Manchester City,3,2,H,2013-2014
3002,Chelsea,Sunderland,1,2,A,2013-2014
2991,West Bromwich Albion,Tottenham Hotspur,3,3,D,2013-2014
3015,Crystal Palace,Manchester City,0,2,A,2013-2014
3017,West Ham United,Tottenham Hotspur,2,0,H,2013-2014
3039,West Bromwich Albion,Stoke City,1,2,A,2013-2014
3038,Tottenham Hotspur,Aston Villa,3,0,H,2013-2014
3037,Sunderland,Swansea City,1,3,A,2013-2014
3036,Southampton,Manchester United,1,1,D,2013-2014
3035,Norwich City,Arsenal,0,2,A,2013-2014
3034,Manchester City,West Ham United,2,0,H,2013-2014
3033,Liverpool,Newcastle United,2,1,H,2013-2014
3032,Hull City,Everton,0,2,A,2013-2014
3031,Fulham,Crystal Palace,2,2,D,2013-2014
3030,Cardiff City,Chelsea,1,2,A,2013-2014
3016,Arsenal,Newcastle United,3,0,H,2013-2014
3029,Sunderland,West Bromwich Albion,2,0,H,2013-2014
3027,Manchester United,Hull City,3,1,H,2013-2014
3026,Crystal Palace,Liverpool,3,3,D,2013-2014
3025,Chelsea,Norwich City,0,0,D,2013-2014
3024,Arsenal,West Bromwich Albion,1,0,H,2013-2014
2835,Newcastle United,Stoke City,5,1,H,2013-2014
3022,Swansea City,Southampton,0,1,A,2013-2014
3021,Stoke City,Fulham,4,1,H,2013-2014
3020,Newcastle United,Cardiff City,3,0,H,2013-2014
3019,Manchester United,Sunderland,0,1,A,2013-2014
3018,Aston Villa,Hull City,3,1,H,2013-2014
3028,Manchester City,Aston Villa,4,0,H,2013-2014
2937,Cardiff City,Fulham,3,1,H,2013-2014
2990,Sunderland,Everton,0,1,A,2013-2014
2988,Southampton,Cardiff City,0,1,A,2013-2014
2960,Aston Villa,Stoke City,1,4,A,2013-2014
2959,Tottenham Hotspur,Southampton,3,2,H,2013-2014
2958,West Ham United,Manchester United,0,2,A,2013-2014
2957,Norwich City,Sunderland,2,0,H,2013-2014
2956,Newcastle United,Crystal Palace,1,0,H,2013-2014
2955,Manchester City,Fulham,5,0,H,2013-2014
2954,Hull City,West Bromwich Albion,2,0,H,2013-2014
2953,Everton,Swansea City,3,2,H,2013-2014
2952,Cardiff City,Liverpool,3,6,A,2013-2014
2951,Chelsea,Arsenal,6,0,H,2013-2014
2961,Arsenal,Swansea City,2,2,D,2013-2014
2950,Tottenham Hotspur,Arsenal,0,1,A,2013-2014
2948,Aston Villa,Chelsea,1,0,H,2013-2014
2947,Swansea City,West Bromwich Albion,1,2,A,2013-2014
2946,Sunderland,Crystal Palace,0,0,D,2013-2014
2945,Stoke City,West Ham United,3,1,H,2013-2014
2944,Southampton,Norwich City,4,2,H,2013-2014
2943,Fulham,Newcastle United,1,0,H,2013-2014
2942,Everton,Cardiff City,2,1,H,2013-2014
2941,Hull City,Manchester City,0,2,A,2013-2014
2940,Chelsea,Tottenham Hotspur,4,0,H,2013-2014
2939,Norwich City,Stoke City,1,1,D,2013-2014
2949,Manchester United,Liverpool,0,3,A,2013-2014
2989,Stoke City,Newcastle United,1,-2,H,2013-2014
2962,Manchester United,Manchester City,0,3,A,2013-2014
2964,West Ham United,Hull City,2,1,H,2013-2014
2987,Fulham,Norwich City,1,0,H,2013-2014
2986,Crystal Palace,Aston Villa,1,0,H,2013-2014
2985,Tottenham Hotspur,Sunderland,-2,1,H,2013-2014
2984,West Ham United,Liverpool,1,2,A,2013-2014
2983,Everton,Arsenal,3,0,H,2013-2014
2982,Chelsea,Stoke City,3,0,H,2013-2014
2981,Norwich City,West Bromwich Albion,0,1,A,2013-2014
2980,Newcastle United,Manchester United,0,-2,A,2013-2014
2978,Cardiff City,Crystal Palace,0,3,A,2013-2014
2977,Aston Villa,Fulham,1,2,A,2013-2014
2963,Newcastle United,Everton,0,3,A,2013-2014
2976,Manchester City,Southampton,4,1,H,2013-2014
2974,Liverpool,Tottenham Hotspur,4,0,H,2013-2014
2973,Fulham,Everton,1,3,A,2013-2014
2972,Arsenal,Manchester City,1,1,D,2013-2014
2971,West Bromwich Albion,Cardiff City,3,3,D,2013-2014
2970,Swansea City,Norwich City,3,0,H,2013-2014
2969,Stoke City,Hull City,1,0,H,2013-2014
2968,Southampton,Newcastle United,4,0,H,2013-2014
2967,Crystal Palace,Chelsea,1,0,H,2013-2014
2966,Manchester United,Aston Villa,4,1,H,2013-2014
2965,Liverpool,Sunderland,2,1,H,2013-2014
2975,Sunderland,West Ham United,1,2,A,2013-2014
3023,Everton,Manchester City,2,3,A,2013-2014
2834,Everton,Sunderland,0,1,A,2013-2014
2832,Cardiff City,Southampton,0,3,A,2013-2014
2721,Cardiff City,Newcastle United,1,2,A,2013-2014
2720,Manchester City,Everton,3,1,H,2013-2014
2719,Everton,Newcastle United,3,2,H,2013-2014
2718,Sunderland,Liverpool,1,3,A,2013-2014
2717,Stoke City,Norwich City,0,1,A,2013-2014
2716,Swansea City,Arsenal,1,2,A,2013-2014
2715,Southampton,Crystal Palace,2,0,H,2013-2014
2714,Manchester United,West Bromwich Albion,1,2,A,2013-2014
2722,Fulham,Stoke City,1,0,H,2013-2014
2713,Hull City,West Ham United,1,0,H,2013-2014
2711,Aston Villa,Manchester City,3,2,H,2013-2014
2710,Tottenham Hotspur,Chelsea,1,1,D,2013-2014
2709,Manchester City,Manchester United,4,1,H,2013-2014
2708,Cardiff City,Tottenham Hotspur,0,1,A,2013-2014
2707,Crystal Palace,Swansea City,0,2,A,2013-2014
2706,Arsenal,Stoke City,3,1,H,2013-2014
2705,Chelsea,Fulham,2,0,H,2013-2014
2704,West Ham United,Everton,2,3,A,2013-2014
2712,Fulham,Cardiff City,1,2,A,2013-2014
2703,West Bromwich Albion,Sunderland,3,0,H,2013-2014
2723,Hull City,Aston Villa,0,0,D,2013-2014
2725,Sunderland,Manchester United,1,2,A,2013-2014
2743,Manchester United,Stoke City,3,2,H,2013-2014
2742,Liverpool,West Bromwich Albion,4,1,H,2013-2014
2741,Aston Villa,Everton,0,2,A,2013-2014
2740,Crystal Palace,Arsenal,0,2,?,2013-2014
2739,Crystal Palace,Fulham,1,4,?,2013-2014
2738,Aston Villa,Tottenham Hotspur,0,2,A,2013-2014
2737,West Ham United,Manchester City,1,3,A,2013-2014
2736,Swansea City,Sunderland,4,0,H,2013-2014
2724,Liverpool,Crystal Palace,3,1,H,2013-2014
2735,Stoke City,West Bromwich Albion,0,0,D,2013-2014
2733,Everton,Hull City,2,1,H,2013-2014
2732,Chelsea,Cardiff City,4,1,H,2013-2014
2731,Arsenal,Norwich City,4,1,H,2013-2014
2730,Newcastle United,Liverpool,2,2,D,2013-2014
2729,West Bromwich Albion,Arsenal,1,1,D,2013-2014
2728,Tottenham Hotspur,West Ham United,0,3,A,2013-2014
2727,Southampton,Swansea City,2,0,H,2013-2014
2726,Norwich City,Chelsea,1,3,A,2013-2014
2734,Manchester United,Southampton,1,1,D,2013-2014
2744,Norwich City,Cardiff City,0,0,D,2013-2014
2702,Newcastle United,Hull City,2,3,A,2013-2014
2700,Norwich City,Aston Villa,0,1,A,2013-2014
2676,Stoke City,Crystal Palace,2,1,H,2013-2014
2675,Southampton,Sunderland,1,1,D,2013-2014
2674,Newcastle United,West Ham United,0,0,D,2013-2014
2673,Hull City,Norwich City,1,0,H,2013-2014
2672,Everton,West Bromwich Albion,0,0,D,2013-2014
2671,Fulham,Arsenal,1,3,?,2013-2014
2670,Chelsea,Aston Villa,2,1,H,2013-2014
2669,Manchester City,Newcastle United,4,0,H,2013-2014
2677,Aston Villa,Liverpool,0,1,A,2013-2014
2668,Chelsea,Hull City,2,0,H,2013-2014
2666,Swansea City,Manchester United,1,4,A,2013-2014
2665,West Ham United,Cardiff City,2,0,H,2013-2014
2664,West Bromwich Albion,Southampton,0,1,A,2013-2014
2663,Sunderland,Fulham,0,1,A,2013-2014
2662,Norwich City,Everton,2,2,D,2013-2014
2661,Arsenal,Aston Villa,1,3,A,2013-2014
2660,Liverpool,Stoke City,1,0,H,2013-2014
2833,Chelsea,Swansea City,1,0,H,2013-2014
2667,Crystal Palace,Tottenham Hotspur,0,1,A,2013-2014
2701,Liverpool,Southampton,0,1,A,2013-2014
2678,Cardiff City,Manchester City,3,2,H,2013-2014
2680,Manchester United,Chelsea,0,0,D,2013-2014
2699,Swansea City,Liverpool,2,2,D,2013-2014
2698,Southampton,West Ham United,0,0,D,2013-2014
2697,Everton,Chelsea,1,0,H,2013-2014
2696,Tottenham Hotspur,Norwich City,2,0,H,2013-2014
2694,Stoke City,Manchester City,0,0,D,2013-2014
2693,Hull City,Cardiff City,1,1,D,2013-2014
2692,Fulham,West Bromwich Albion,1,1,D,2013-2014
2691,Aston Villa,Newcastle United,1,2,A,2013-2014
2679,Tottenham Hotspur,Swansea City,1,0,H,2013-2014
2690,Manchester United,Crystal Palace,2,0,H,2013-2014
2688,West Bromwich Albion,Swansea City,0,2,A,2013-2014
2687,Liverpool,Manchester United,1,0,H,2013-2014
2686,Crystal Palace,Sunderland,3,1,H,2013-2014
2685,West Ham United,Stoke City,0,1,A,2013-2014
2684,Norwich City,Southampton,1,0,H,2013-2014
2683,Newcastle United,Fulham,1,0,H,2013-2014
2682,Cardiff City,Everton,0,0,D,2013-2014
2681,Manchester City,Hull City,2,0,H,2013-2014
2689,Arsenal,Tottenham Hotspur,1,0,H,2013-2014
2745,Southampton,Fulham,2,0,H,2013-2014
2695,Sunderland,Arsenal,1,3,A,2013-2014
2747,Chelsea,Manchester City,2,1,H,2013-2014
2809,Swansea City,Hull City,1,1,D,2013-2014
2808,Arsenal,Everton,1,1,D,2013-2014
2807,Fulham,Aston Villa,2,0,H,2013-2014
2806,Sunderland,Tottenham Hotspur,1,2,A,2013-2014
2805,West Bromwich Albion,Norwich City,0,2,A,2013-2014
2804,Stoke City,Chelsea,3,2,H,2013-2014
2803,Southampton,Manchester City,1,1,D,2013-2014
2802,Liverpool,West Ham United,4,1,H,2013-2014
2810,Manchester City,Arsenal,6,3,H,2013-2014
2801,Crystal Palace,Cardiff City,2,0,H,2013-2014
2799,West Bromwich Albion,Manchester City,2,3,A,2013-2014
2798,Fulham,Tottenham Hotspur,1,2,A,2013-2014
2797,Swansea City,Newcastle United,3,0,H,2013-2014
2796,Sunderland,Chelsea,3,4,A,2013-2014
2795,Stoke City,Cardiff City,0,0,D,2013-2014
2794,Southampton,Aston Villa,2,3,A,2013-2014
2793,Manchester United,Everton,0,1,A,2013-2014
2792,Liverpool,Norwich City,5,1,H,2013-2014
2800,Manchester United,Newcastle United,0,1,A,2013-2014
2791,Arsenal,Hull City,2,0,H,2013-2014
2811,Cardiff City,West Bromwich Albion,1,0,H,2013-2014
2814,Newcastle United,Southampton,1,1,D,2013-2014
2831,Aston Villa,Crystal Palace,0,1,A,2013-2014
2746,Sunderland,Newcastle United,2,1,H,2013-2014
2830,Hull City,Manchester United,2,3,A,2013-2014
2829,Arsenal,Chelsea,0,0,D,2013-2014
2828,Swansea City,Everton,1,2,A,2013-2014
2827,Southampton,Tottenham Hotspur,2,3,A,2013-2014
2826,West Bromwich Albion,Hull City,1,1,D,2013-2014
2825,Sunderland,Norwich City,0,0,D,2013-2014
2812,Chelsea,Crystal Palace,2,1,H,2013-2014
2824,Stoke City,Aston Villa,2,1,H,2013-2014
2822,Fulham,Manchester City,2,4,A,2013-2014
2821,Crystal Palace,Newcastle United,0,3,A,2013-2014
2820,Liverpool,Cardiff City,3,1,H,2013-2014
2819,Tottenham Hotspur,Liverpool,0,5,A,2013-2014
2818,Norwich City,Swansea City,1,1,D,2013-2014
2817,Aston Villa,Manchester United,0,3,A,2013-2014
2816,Hull City,Stoke City,0,0,D,2013-2014
2815,West Ham United,Sunderland,0,0,D,2013-2014
2823,Manchester United,West Ham United,3,1,H,2013-2014
2790,Crystal Palace,West Ham United,1,0,H,2013-2014
2813,Everton,Fulham,4,1,H,2013-2014
2788,Chelsea,Southampton,3,1,H,2013-2014
2765,Norwich City,West Ham United,3,1,H,2013-2014
2764,Southampton,Hull City,4,1,H,2013-2014
2763,Liverpool,Fulham,4,0,H,2013-2014
2762,Crystal Palace,Everton,0,0,D,2013-2014
2761,Chelsea,West Bromwich Albion,2,2,D,2013-2014
2760,Aston Villa,Cardiff City,2,0,H,2013-2014
2759,Cardiff City,Swansea City,1,0,H,2013-2014
2757,Arsenal,Liverpool,2,0,H,2013-2014
2766,Tottenham Hotspur,Newcastle United,0,1,A,2013-2014
2756,West Ham United,Aston Villa,0,0,D,2013-2014
2754,Stoke City,Southampton,1,1,D,2013-2014
2753,Manchester City,Norwich City,7,0,H,2013-2014
2752,Hull City,Sunderland,1,0,H,2013-2014
2751,Fulham,Manchester United,1,3,A,2013-2014
2750,Newcastle United,Chelsea,2,0,H,2013-2014
2789,Manchester City,Swansea City,3,0,H,2013-2014
2749,Tottenham Hotspur,Hull City,1,0,H,2013-2014
2748,Swansea City,West Ham United,0,0,D,2013-2014
2755,West Bromwich Albion,Crystal Palace,2,0,H,2013-2014
2767,Sunderland,Manchester City,1,0,H,2013-2014
2758,Everton,Tottenham Hotspur,0,0,D,2013-2014
2769,Swansea City,Stoke City,3,3,D,2013-2014
2786,Tottenham Hotspur,Manchester United,2,2,D,2013-2014
2785,Newcastle United,West Bromwich Albion,2,1,H,2013-2014
2787,Hull City,Liverpool,3,1,H,2013-2014
2768,Manchester United,Arsenal,1,0,H,2013-2014
2784,West Ham United,Fulham,3,0,H,2013-2014
2783,Norwich City,Crystal Palace,1,0,H,2013-2014
2782,Everton,Stoke City,4,0,H,2013-2014
2780,Aston Villa,Sunderland,0,0,D,2013-2014
2779,West Bromwich Albion,Aston Villa,2,2,D,2013-2014
2778,Cardiff City,Manchester United,2,2,D,2013-2014
2781,Cardiff City,Arsenal,0,3,A,2013-2014
2777,Manchester City,Tottenham Hotspur,6,0,H,2013-2014
2776,West Ham United,Chelsea,0,3,A,2013-2014
2775,Stoke City,Sunderland,2,0,H,2013-2014
2774,Newcastle United,Norwich City,2,1,H,2013-2014
2773,Hull City,Crystal Palace,0,1,A,2013-2014
2772,Fulham,Swansea City,1,2,A,2013-2014
2771,Arsenal,Southampton,2,0,H,2013-2014
2770,Everton,Liverpool,3,3,D,2013-2014
3288,Crystal Palace,Newcastle United,1,1,D,2014-2015
3281,Hull City,Aston Villa,2,0,H,2014-2015
3282,Sunderland,Queens Park Rangers,0,2,A,2014-2015
3283,Liverpool,Tottenham Hotspur,3,2,H,2014-2015
3284,Chelsea,Everton,1,-2,H,2014-2015
3285,Manchester United,Burnley,3,1,H,2014-2015
3286,Southampton,West Ham United,0,0,D,2014-2015
3280,Arsenal,Leicester City,2,1,H,2014-2015
3287,Stoke City,Manchester City,1,4,A,2014-2015
3279,West Ham United,Manchester United,1,1,D,2014-2015
3272,Leicester City,Crystal Palace,0,1,A,2014-2015
3277,Burnley,West Bromwich Albion,2,2,D,2014-2015
3276,Everton,Liverpool,0,0,D,2014-2015
3275,Swansea City,Sunderland,1,1,D,2014-2015
3274,Queens Park Rangers,Southampton,0,1,A,2014-2015
3273,Manchester City,Hull City,1,-2,D,2014-2015
3271,Aston Villa,Chelsea,1,2,A,2014-2015
3270,Tottenham Hotspur,Arsenal,2,1,H,2014-2015
3268,Arsenal,Aston Villa,5,0,H,2014-2015
3289,West Bromwich Albion,Swansea City,2,0,H,2014-2015
3269,Southampton,Swansea City,0,1,A,2014-2015
3278,Newcastle United,Stoke City,-2,1,D,2014-2015
3290,Aston Villa,Stoke City,1,2,A,2014-2015
3309,Hull City,Sunderland,1,1,D,2014-2015
3292,Crystal Palace,Arsenal,1,2,A,2014-2015
3314,Stoke City,Everton,2,0,H,2014-2015
3267,Chelsea,Manchester City,1,1,D,2014-2015
3313,Queens Park Rangers,Arsenal,1,2,A,2014-2015
3312,Newcastle United,Manchester United,0,1,A,2014-2015
3311,Manchester City,Leicester City,2,0,H,2014-2015
3310,Southampton,Crystal Palace,1,0,H,2014-2015
3308,Aston Villa,West Bromwich Albion,2,1,H,2014-2015
3307,Arsenal,Everton,2,0,H,2014-2015
3306,Liverpool,Manchester City,2,1,H,2014-2015
3305,West Bromwich Albion,Southampton,1,0,H,2014-2015
3291,Chelsea,Burnley,1,1,D,2014-2015
3304,Stoke City,Hull City,1,0,H,2014-2015
3302,Manchester United,Sunderland,2,0,H,2014-2015
3301,Burnley,Swansea City,0,1,A,2014-2015
3300,West Ham United,Crystal Palace,1,3,A,2014-2015
3299,Southampton,Liverpool,0,2,A,2014-2015
3298,Everton,Leicester City,2,2,D,2014-2015
3297,Tottenham Hotspur,West Ham United,2,2,D,2014-2015
3296,Manchester City,Newcastle United,5,0,H,2014-2015
3295,Swansea City,Manchester United,2,1,H,2014-2015
3294,Sunderland,West Bromwich Albion,0,0,D,2014-2015
3293,Hull City,Queens Park Rangers,2,1,H,2014-2015
3303,Newcastle United,Aston Villa,1,0,H,2014-2015
3266,West Bromwich Albion,Tottenham Hotspur,0,3,A,2014-2015
3224,Manchester City,Burnley,-2,2,D,2014-2015
3264,Stoke City,Queens Park Rangers,3,1,H,2014-2015
3237,Southampton,Arsenal,2,0,H,2014-2015
3236,Queens Park Rangers,Swansea City,1,1,D,2014-2015
3235,Newcastle United,Burnley,3,3,D,2014-2015
3234,Manchester City,Sunderland,3,2,H,2014-2015
3233,Liverpool,Leicester City,2,2,D,2014-2015
3232,Hull City,Everton,2,0,H,2014-2015
3231,Aston Villa,Crystal Palace,0,0,D,2014-2015
3230,Stoke City,Manchester United,1,1,D,2014-2015
3229,Liverpool,Swansea City,4,1,H,2014-2015
3228,Newcastle United,Everton,3,-2,H,2014-2015
3238,West Ham United,West Bromwich Albion,1,1,D,2014-2015
3227,West Ham United,Arsenal,1,2,A,2014-2015
3225,Queens Park Rangers,Crystal Palace,0,0,D,2014-2015
3223,Hull City,Leicester City,0,1,A,2014-2015
3222,Aston Villa,Sunderland,0,0,D,2014-2015
3221,Southampton,Chelsea,1,1,D,2014-2015
3220,Tottenham Hotspur,Manchester United,0,0,D,2014-2015
3219,Arsenal,Queens Park Rangers,2,1,H,2014-2015
3218,West Bromwich Albion,Manchester City,1,-2,A,2014-2015
3217,Swansea City,Aston Villa,1,0,H,2014-2015
3216,Sunderland,Hull City,1,3,A,2014-2015
3315,Tottenham Hotspur,Swansea City,3,2,H,2014-2015
3226,Stoke City,West Bromwich Albion,2,0,H,2014-2015
3265,Sunderland,Burnley,2,0,H,2014-2015
3239,Tottenham Hotspur,Chelsea,5,3,H,2014-2015
3241,Burnley,Queens Park Rangers,2,1,H,2014-2015
3263,Manchester United,Leicester City,3,1,H,2014-2015
3262,Liverpool,West Ham United,2,0,H,2014-2015
3261,Crystal Palace,Everton,0,1,A,2014-2015
3260,Hull City,Newcastle United,0,3,A,2014-2015
3259,Everton,West Bromwich Albion,0,0,D,2014-2015
3258,Manchester City,Arsenal,0,2,A,2014-2015
3257,West Ham United,Hull City,3,0,H,2014-2015
3256,Newcastle United,Southampton,1,2,A,2014-2015
3255,Tottenham Hotspur,Sunderland,2,1,H,2014-2015
3254,Swansea City,Chelsea,0,5,A,2014-2015
3240,Sunderland,Liverpool,0,1,A,2014-2015
3253,Queens Park Rangers,Manchester United,0,2,A,2014-2015
